307;Bundesliga;Germany;RB Leipzig;Germany
308;Bundesliga;Germany;Leverkusen;Ecuador
309;Barclays WSL;England;Brighton;Turkey
310;Barclays WSL;England;Crystal Palace;Japan
311;Arkema PL;France;Paris SG;France
312;Liga Portugal;Portugal;SL Benfica;Turkey
313;Barclays WSL;England;Aston Villa;England
314;Serie A Enilive;Italy;Bergamo Calcio;C?te d'Ivoire
315;Bundesliga;Germany;TSG Hoffenheim;Croatia
316;LALIGA EA SPORTS;Spain;Real Sociedad;Japan
317;Serie A Enilive;Italy;Milano FC;England
318;LALIGA EA SPORTS;Spain;Real Madrid;Ukraine
319;LALIGA EA SPORTS;Spain;FC Barcelona;Spain
320;Premier League;England;Man Utd;Morocco
321;LALIGA EA SPORTS;Spain;Real Sociedad;Spain
322;Serie A Enilive;Italy;SSC Napoli;Italy
323;Calcio A Femminile;Italy;Juventus;Poland
324;Barclays WSL;England;Brighton;Japan
325;Trendyol Süper Lig;Turkey;Galatasaray;Uruguay
326;Serie A Enilive;Italy;Bologna;Italy
327;Barclays WSL;England;Manchester City;Germany
328;Liga Portugal;Portugal;SL Benfica;Argentina
329;LALIGA EA SPORTS;Spain;Rayo Vallecano;Spain
330;Premier League;England;Southampton;England
331;Premier League;England;Man Utd;England
332;Bundesliga;Germany;RB Leipzig;Germany
333;Trendyol Süper Lig;Turkey;Trabzonspor;Montenegro
334;Bundesliga;Germany;RB Leipzig;Austria
335;Eredivisie;Netherlands;PSV;Holland
336;Bundesliga;Germany;Frankfurt;Tunisia
337;Arkema PL;France;Paris SG;Slovakia
338;Barclays WSL;England;Spurs;England
339;LALIGA EA SPORTS;Spain;Getafe CF;Spain
340;Barclays WSL;England;Arsenal;England
341;Barclays WSL;England;Liverpool;Hungary
342;Barclays WSL;England;Aston Villa;Belgium
343;Premier League;England;Man Utd;Uruguay
344;Bundesliga;Germany;VfB Stuttgart;Germany
345;LALIGA EA SPORTS;Spain;UD Las Palmas;Spain
346;LALIGA EA SPORTS;Spain;Real Madrid;Spain
347;Eredivisie;Netherlands;PSV;Holland
348;LALIGA EA SPORTS;Spain;Athletic Club;Spain
349;Premier League;England;Newcastle Utd;England
350;LALIGA EA SPORTS;Spain;FC Barcelona;Spain
351;Arkema PL;France;OL;C?te d'Ivoire
352;Serie A Enilive;Italy;Lombardia FC;Poland
353;LALIGA EA SPORTS;Spain;Real Sociedad;Spain
354;ROSHN Saudi League;Saudi Arabia;Al Hilal;Saudi Arabia
355;Trendyol Süper Lig;Turkey;Besiktas;Libya
356;MLS;United States;Inter Miami CF;Spain
357;1A Pro League;Belgium;Royal Antwerp FC;Belgium
358;Premier League;England;Fulham;Denmark
359;Ligue 1 McDonald's;France;LOSC Lille;France
360;Serie A Enilive;Italy;Lombardia FC;Austria
361;Bundesliga;Germany;VfL Wolfsburg;Germany
362;Liga Portugal;Portugal;SL Benfica;Norway
363;Liga Portugal;Portugal;SC Braga;Congo DR
364;ROSHN Saudi League;Saudi Arabia;Al Ahli;Brazil
365;Arkema PL;France;Paris SG;France
366;Premier League;England;Newcastle Utd;England
367;Bundesliga;Germany;RB Leipzig;Austria
368;Eredivisie;Netherlands;PSV;Argentina
369;Liga Portugal;Portugal;Sporting CP;Portugal
370;Barclays WSL;England;Spurs;Mali
371;LALIGA EA SPORTS;Spain;Girona FC;Holland
372;MLS;United States;LAFC;Gabon
373;Bundesliga;Germany;Borussia Dortmund;Brazil
374;Serie A Enilive;Italy;SSC Napoli;Italy
375;Serie A Enilive;Italy;Milano FC;Italy
376;Ligue 1 McDonald's;France;LOSC Lille;France
377;Serie A Enilive;Italy;Milano FC;Nigeria
378;Ligue 1 McDonald's;France;OGC Nice;France
379;Ligue 1 McDonald's;France;RC Lens;Austria
380;Premier League;England;AFC Bournemouth;Brazil
381;LALIGA EA SPORTS;Spain;Athletic Club;Spain
382;Calcio A Femminile;Italy;Juventus;Italy
383;Bundesliga;Germany;FC Bayern München;England
384;Barclays WSL;England;Manchester City;Belgium
385;Serie A Enilive;Italy;Bergamo Calcio;Brazil
386;Barclays WSL;England;Liverpool;Japan
387;Barclays WSL;England;Brighton;Ecuador
388;Serie A Enilive;Italy;Lecce;Italy
389;Barclays WSL;England;Chelsea;Portugal
390;LALIGA EA SPORTS;Spain;Sevilla FC;Spain
391;ROSHN Saudi League;Saudi Arabia;Ettifaq FC;C?te d'Ivoire
392;LALIGA EA SPORTS;Spain;Villarreal CF;Argentina
393;LALIGA EA SPORTS;Spain;Atlético de Madrid;Spain
394;LALIGA EA SPORTS;Spain;Valencia CF;Spain
395;Liga Portugal;Portugal;Sporting CP;Portugal
396;Barclays WSL;England;Liverpool;England
397;Calcio A Femminile;Italy;Juventus;Argentina
398;Bundesliga;Germany;Frankfurt;Germany
399;Bundesliga;Germany;SC Freiburg;Italy
400;LALIGA EA SPORTS;Spain;Sevilla FC;Serbia
401;Serie A Enilive;Italy;Fiorentina;Iceland
402;Serie A Enilive;Italy;Latium;France
403;Barclays WSL;England;Chelsea;France
404;LALIGA EA SPORTS;Spain;Girona FC;Spain
405;Bundesliga;Germany;RB Leipzig;Mali
406;ROSHN Saudi League;Saudi Arabia;Al Ittihad;Portugal
407;Eredivisie;Netherlands;Ajax;England
408;Liga Portugal;Portugal;Sporting CP;Denmark
409;Ligue 1 McDonald's;France;OM;Denmark
410;ROSHN Saudi League;Saudi Arabia;Al Ahli;Brazil
411;ROSHN Saudi League;Saudi Arabia;Al Nassr;Brazil
412;LALIGA EA SPORTS;Spain;Atlético de Madrid;France
413;Trendyol Süper Lig;Turkey;Fenerbahçe;Croatia
414;LALIGA EA SPORTS;Spain;Real Betis;Argentina
415;LALIGA EA SPORTS;Spain;Girona FC;Spain
416;Premier League;England;Man Utd;England
417;LALIGA EA SPORTS;Spain;Atlético de Madrid;Mozambique
418;LALIGA EA SPORTS;Spain;Girona FC;Spain
419;Arkema PL;France;OL;Serbia
420;Premier League;England;Brentford;Cameroon
421;Ligue 1 McDonald's;France;RC Lens;Argentina
422;ROSHN Saudi League;Saudi Arabia;Al Ahli;Senegal
423;Trendyol Süper Lig;Turkey;Galatasaray;Belgium
424;Barclays WSL;England;Crystal Palace;Colombia
425;LALIGA EA SPORTS;Spain;RCD Mallorca;Kosovo
426;Liga Portugal;Portugal;SL Benfica;Portugal
427;LALIGA EA SPORTS;Spain;Sevilla FC;Spain
428;Serie A Enilive;Italy;SSC Napoli;Brazil
429;Bundesliga;Germany;VfB Stuttgart;Germany
430;Serie A Enilive;Italy;Bergamo Calcio;Croatia
431;Liga Portugal;Portugal;SL Benfica;Greece
432;Serie A Enilive;Italy;SSC Napoli;Italy
433;Liga Hrvatska;Croatia;Hajduk Split;Croatia
434;Serie A Enilive;Italy;SSC Napoli;Kosovo
435;LALIGA EA SPORTS;Spain;Athletic Club;Spain
436;Trendyol Süper Lig;Turkey;Fenerbahçe;France
437;Trendyol Süper Lig;Turkey;Galatasaray;Colombia
438;Barclays WSL;England;Aston Villa;Brazil
439;Arkema PL;France;Montpellier;France
440;Scottish Prem;Scotland;Celtic;Denmark
441;LALIGA EA SPORTS;Spain;Real Betis;Portugal
442;ROSHN Saudi League;Saudi Arabia;Al Nassr;France
443;Trendyol Süper Lig;Turkey;Fenerbahçe;Poland
444;Serie A Enilive;Italy;Lombardia FC;Iran
445;Barclays WSL;England;Everton;England
446;Barclays WSL;England;West Ham;France
447;Premier League;England;Brentford;England
448;LALIGA EA SPORTS;Spain;FC Barcelona;Spain
449;LALIGA EA SPORTS;Spain;Real Sociedad;Mali
450;Eredivisie;Netherlands;FC Twente;Germany
451;Bundesliga;Germany;RB Leipzig;Portugal
452;1A Pro League;Belgium;Club Brugge;Belgium
453;Ligue 1 McDonald's;France;OM;France
454;Barclays WSL;England;Spurs;Germany
455;Barclays WSL;England;Brighton;Holland
456;LALIGA EA SPORTS;Spain;Atlético de Madrid;Belgium
457;Trendyol Süper Lig;Turkey;Galatasaray;Turkey
458;Arkema PL;France;Paris SG;France
459;Serie A Enilive;Italy;SSC Napoli;Cameroon
460;ROSHN Saudi League;Saudi Arabia;Al Fateh;Armenia
461;Trendyol Süper Lig;Turkey;Galatasaray;Morocco
462;LALIGA EA SPORTS;Spain;Real Sociedad;Spain
463;Bundesliga;Germany;Borussia Dortmund;Germany
464;LALIGA EA SPORTS;Spain;Real Sociedad;Morocco
465;Premier League;England;Wolves;Algeria
466;LALIGA EA SPORTS;Spain;Villarreal CF;Spain
467;Premier League;England;AFC Bournemouth;Spain
468;Serie A Enilive;Italy;Como;Italy
469;LALIGA EA SPORTS;Spain;Real Betis;Argentina
470;LALIGA EA SPORTS;Spain;Atlético de Madrid;Spain
471;LALIGA EA SPORTS;Spain;Villarreal CF;Spain
472;Liga Portugal;Portugal;SL Benfica;Denmark
473;Eredivisie;Netherlands;PSV;Belgium
474;Ligue 1 McDonald's;France;OM;Argentina
475;Primera División;Spain;Newell's;Argentina
476;Trendyol Süper Lig;Turkey;Galatasaray;Turkey
477;LALIGA EA SPORTS;Spain;Athletic Club;Spain
478;Eredivisie;Netherlands;Ajax;Holland
479;ROSHN Saudi League;Saudi Arabia;Al Ittihad;Holland
480;Serie A Enilive;Italy;Fiorentina;Italy
481;Ligue 1 McDonald's;France;Stade Brestois 29;Holland
482;Bundesliga;Germany;FC Bayern München;France
483;ROSHN Saudi League;Saudi Arabia;Al Shabab;Italy
484;Barclays WSL;England;Everton;England
485;Eredivisie;Netherlands;Ajax;Holland
486;Ligue 1 McDonald's;France;OGC Nice;Poland
487;Premier League;England;Wolves;Brazil
488;Barclays WSL;England;Aston Villa;Poland
489;Serie A Enilive;Italy;Latium;Argentina
490;LALIGA EA SPORTS;Spain;CA Osasuna;Spain
491;LALIGA EA SPORTS;Spain;Real Madrid;Spain
492;Barclays WSL;England;Chelsea;England
493;Eredivisie;Netherlands;AZ;Holland
494;Ligue 1 McDonald's;France;OGC Nice;Brazil
495;Serie A Enilive;Italy;Bergamo Calcio;Belgium
496;Serie A Enilive;Italy;Bergamo Calcio;Holland
497;Ligue 1 McDonald's;France;Stade Brestois 29;France
498;Bundesliga;Germany;VfB Stuttgart;Bosnia and Herzegovina
499;Eredivisie;Netherlands;PSV;United States
500;Serie A Enilive;Italy;Latium;Senegal
501;LALIGA EA SPORTS;Spain;Atlético de Madrid;Brazil
502;Barclays WSL;England;Aston Villa;France
503;LALIGA EA SPORTS;Spain;Valencia CF;North Macedonia
504;Barclays WSL;England;Chelsea;France
505;Trendyol Süper Lig;Turkey;Fenerbahçe;Ghana
506;Barclays WSL;England;Crystal Palace;Mali
507;Barclays WSL;England;Brighton;England
508;LALIGA EA SPORTS;Spain;Valencia CF;Spain
509;Liga Portugal;Portugal;Sporting CP;England
510;Serie A Enilive;Italy;AS Roma;Italy
511;Bundesliga;Germany;RB Leipzig;North Macedonia
512;LALIGA EA SPORTS;Spain;Real Sociedad;Spain
513;Serie A Enilive;Italy;Bologna;Scotland
514;Premier League;England;Brentford;Holland
515;MLS;United States;Red Bulls;Sweden
516;Bundesliga;Germany;VfB Stuttgart;Germany
517;LALIGA EA SPORTS;Spain;Rayo Vallecano;Spain
518;Premier League;England;Man Utd;Argentina
519;Bundesliga;Germany;RB Leipzig;Holland
520;Premier League;England;Nott'm Forest;England
521;MLS;United States;New England;Spain
522;Eredivisie;Netherlands;Feyenoord;Mexico
523;LALIGA EA SPORTS;Spain;CA Osasuna;Spain
524;Arkema PL;France;Paris SG;Portugal
525;Serie A Enilive;Italy;Fiorentina;Germany
526;Ligue 1 McDonald's;France;OM;England
527;LALIGA EA SPORTS;Spain;Athletic Club;Spain
528;LALIGA EA SPORTS;Spain;CD Leganés;C?te d'Ivoire
529;Barclays WSL;England;Crystal Palace;England
530;Bundesliga;Germany;M'gladbach;France
531;Bundesliga;Germany;FC Bayern München;Japan
532;Barclays WSL;England;Chelsea;Senegal
533;Barclays WSL;England;Liverpool;England
