31;31;31;87;85;83;81;88;60;70;0;0;0;0;0;3;4;47;178;65;23
32;32;32;87;80;85;84;89;41;65;0;0;0;0;0;5;3;49;177;75;30
33;33;33;87;95;76;78;84;81;89;0;0;0;0;0;4;3;50;184;81;26
34;34;34;87;85;79;84;92;37;60;0;0;0;0;0;5;5;52;175;68;32
35;35;35;87;73;72;82;79;84;85;0;0;0;0;0;3;3;53;185;80;25
36;36;36;87;82;69;86;87;77;78;0;0;0;0;0;4;3;55;181;74;27
37;37;37;87;84;83;85;88;64;84;84;83;85;84;88;1;4;56;191;89;29
38;38;38;87;70;85;88;83;65;75;0;0;0;0;0;4;3;57;179;69;30
39;39;39;87;87;89;81;85;42;73;0;0;0;0;0;4;5;60;183;78;32
40;40;40;87;79;56;75;74;89;81;0;0;0;0;0;3;3;61;183;75;30
41;41;41;87;75;43;75;76;87;83;0;0;0;0;0;2;3;62;190;75;25
42;42;42;87;62;83;85;87;74;73;0;0;0;0;0;4;4;63;180;80;33
43;43;43;87;84;82;83;86;56;87;84;82;83;87;86;1;4;65;195;88;32
44;44;44;87;81;78;83;86;80;82;0;0;0;0;0;3;4;66;172;68;27
45;45;45;87;83;84;85;89;50;86;83;84;85;86;89;1;4;67;183;77;35
46;46;46;86;77;88;77;80;34;77;0;0;0;0;0;5;4;68;187;85;39
47;47;47;86;69;41;63;61;86;82;0;0;0;0;0;2;2;69;190;87;26
48;48;48;86;50;75;85;74;79;82;0;0;0;0;0;3;3;70;186;80;31
49;49;49;86;89;81;79;88;31;64;0;0;0;0;0;4;4;72;174;64;23
50;50;50;86;81;73;85;85;80;72;0;0;0;0;0;4;4;73;182;74;30
51;51;51;86;94;79;80;87;28;77;0;0;0;0;0;5;4;74;188;81;25
52;52;52;86;74;73;88;85;76;71;0;0;0;0;0;4;2;76;171;68;28
53;53;53;86;72;76;88;87;71;64;0;0;0;0;0;4;4;77;172;66;39
54;54;54;86;69;82;85;84;76;76;0;0;0;0;0;3;3;79;176;72;25
55;55;55;86;81;58;79;81;81;79;0;0;0;0;0;3;3;81;173;73;32
56;56;56;86;92;75;82;88;41;57;0;0;0;0;0;5;5;83;178;67;27
57;57;57;86;75;72;90;80;80;74;0;0;0;0;0;3;4;86;180;72;25
58;58;58;86;77;69;82;88;70;74;0;0;0;0;0;4;4;87;174;60;21
59;59;59;86;71;38;60;62;86;84;0;0;0;0;0;2;3;89;195;94;28
60;60;60;86;77;85;81;84;38;77;0;0;0;0;0;4;4;90;185;81;36
61;61;61;86;82;50;58;66;86;85;0;0;0;0;0;2;2;91;187;84;27
62;62;62;86;69;74;88;84;81;77;0;0;0;0;0;3;4;92;177;75;29
63;63;63;86;85;81;78;86;49;85;85;81;78;85;86;1;3;94;190;89;27
64;64;64;86;83;81;90;83;49;88;83;81;90;88;83;1;4;97;193;93;38
65;65;65;86;71;80;87;85;79;76;0;0;0;0;0;4;5;100;178;69;30
66;66;66;85;79;71;83;80;85;77;0;0;0;0;0;3;4;101;180;78;32
67;67;67;85;82;53;64;62;85;84;0;0;0;0;0;2;3;101;188;79;25
68;68;68;85;71;79;85;86;50;70;0;0;0;0;0;4;4;101;185;83;28
69;69;69;85;85;50;69;71;85;82;0;0;0;0;0;2;3;101;186;78;26
70;70;70;85;68;75;83;84;79;83;0;0;0;0;0;3;2;101;182;74;26
71;71;71;85;85;84;73;86;39;74;0;0;0;0;0;4;5;101;192;77;24
72;72;72;85;76;65;73;80;85;78;0;0;0;0;0;2;3;101;168;70;33
73;73;73;85;84;45;70;75;86;80;0;0;0;0;0;3;3;101;180;75;25
74;74;74;85;86;79;80;86;41;71;0;0;0;0;0;5;5;101;183;70;23
75;75;75;85;72;77;84;87;73;68;0;0;0;0;0;3;3;101;172;64;24
76;76;76;85;71;81;86;86;54;63;0;0;0;0;0;4;4;101;175;73;27
77;77;77;85;79;81;81;88;39;62;0;0;0;0;0;5;4;101;179;67;33
78;78;78;85;86;83;72;85;48;85;86;83;72;85;85;1;3;101;199;88;23
79;79;79;85;72;79;82;82;83;82;0;0;0;0;0;3;3;101;189;83;28
80;80;80;85;64;80;81;82;78;88;0;0;0;0;0;4;5;101;192;95;29
81;81;81;85;93;84;69;81;31;79;0;0;0;0;0;3;4;101;177;75;24
82;82;82;85;52;68;72;74;85;90;0;0;0;0;0;2;4;101;190;83;29
83;83;83;85;75;82;83;86;50;66;0;0;0;0;0;4;3;101;189;74;22
84;84;84;85;78;61;82;79;81;78;0;0;0;0;0;3;2;101;178;64;30
85;85;85;85;90;83;80;86;37;70;0;0;0;0;0;4;2;101;183;80;28
86;86;86;85;77;59;70;73;85;82;0;0;0;0;0;2;2;101;191;86;24
87;87;87;85;69;58;75;79;85;77;0;0;0;0;0;3;4;101;188;76;30
88;88;88;85;73;69;79;78;82;82;0;0;0;0;0;3;3;101;188;82;24
89;89;89;85;82;82;75;84;57;79;0;0;0;0;0;4;5;101;178;70;27
90;90;90;85;84;74;81;81;82;82;0;0;0;0;0;3;4;101;181;79;24
91;91;91;85;85;83;73;80;50;83;0;0;0;0;0;3;4;101;180;70;28
92;92;92;85;93;75;78;86;36;65;0;0;0;0;0;4;5;101;181;67;22
93;93;93;84;60;50;64;65;86;80;0;0;0;0;0;3;3;149;192;88;36
94;94;94;84;78;48;71;75;85;82;0;0;0;0;0;2;4;149;187;91;29
95;95;95;84;76;53;72;75;84;77;0;0;0;0;0;2;3;149;180;75;29
96;96;96;84;85;84;80;85;57;78;0;0;0;0;0;4;4;149;170;71;24
97;97;97;84;81;86;79;86;35;65;0;0;0;0;0;3;4;149;176;67;37
98;98;98;84;81;82;77;86;38;83;81;82;77;83;86;1;2;149;195;78;33
99;99;99;84;93;83;76;86;52;75;0;0;0;0;0;4;4;149;175;70;26
100;100;100;84;89;75;79;87;30;62;0;0;0;0;0;5;3;149;181;75;28
101;101;101;84;57;75;86;77;77;77;0;0;0;0;0;3;4;149;180;83;27
102;102;102;84;62;61;63;67;85;83;0;0;0;0;0;2;3;149;189;89;25
103;103;103;84;76;77;83;82;76;82;0;0;0;0;0;4;3;149;180;70;30
104;104;104;84;91;79;78;86;53;73;0;0;0;0;0;4;4;149;176;68;27
105;105;105;84;90;80;75;87;39;75;0;0;0;0;0;4;4;149;180;73;27
106;106;106;84;80;77;84;83;78;81;0;0;0;0;0;3;4;149;174;76;26
107;107;107;84;84;85;69;79;34;81;0;0;0;0;0;3;4;149;189;78;27
108;108;108;84;93;62;75;86;75;69;0;0;0;0;0;3;3;149;172;65;23
109;109;109;84;67;77;85;84;76;68;0;0;0;0;0;3;3;149;173;68;27
110;110;110;84;76;76;82;88;53;73;0;0;0;0;0;4;3;149;180;81;29
111;111;111;84;69;86;71;80;39;79;0;0;0;0;0;3;4;149;187;82;28
112;112;112;84;90;83;67;80;36;91;0;0;0;0;0;3;5;149;187;90;26
113;113;113;84;91;76;80;80;75;78;0;0;0;0;0;4;4;149;181;73;25
114;114;114;84;85;80;69;87;40;82;85;80;69;82;87;1;3;149;192;85;34
115;115;115;84;76;48;64;67;85;84;0;0;0;0;0;3;4;149;186;93;33
116;116;116;84;83;81;78;86;44;75;0;0;0;0;0;4;4;149;174;69;32
117;117;117;84;71;59;78;79;85;81;0;0;0;0;0;3;4;149;178;77;26
118;118;118;84;83;78;82;86;35;83;83;78;82;83;86;1;2;149;192;84;24
119;119;119;84;89;64;76;76;81;85;0;0;0;0;0;4;5;149;180;73;29
120;120;120;84;81;81;81;86;60;67;0;0;0;0;0;5;3;149;177;68;26
121;121;121;84;73;77;82;87;50;57;0;0;0;0;0;4;4;149;179;72;26
122;122;122;84;69;76;79;82;82;73;0;0;0;0;0;3;4;149;178;69;25
123;123;123;84;75;67;75;75;86;81;0;0;0;0;0;3;3;149;186;81;28
124;124;124;84;84;79;80;86;42;86;84;79;80;86;86;1;4;149;192;79;29
125;125;125;84;68;46;59;66;85;81;0;0;0;0;0;3;2;149;185;79;26
126;126;126;84;76;84;81;82;75;79;0;0;0;0;0;3;4;149;178;76;30
127;127;127;84;38;74;77;69;82;82;0;0;0;0;0;2;3;149;185;84;32
128;128;128;84;84;80;79;87;52;84;84;80;79;84;87;1;4;149;194;76;27
129;129;129;84;78;84;69;79;29;83;0;0;0;0;0;3;3;149;190;75;24
130;130;130;84;89;64;77;78;79;81;0;0;0;0;0;3;2;149;183;83;34
131;131;131;84;73;35;77;78;83;80;0;0;0;0;0;2;4;149;185;77;26
132;132;132;83;74;74;82;82;80;84;0;0;0;0;0;3;3;222;172;69;32
133;133;133;83;54;77;76;73;83;83;0;0;0;0;0;2;4;222;186;85;29
134;134;134;83;77;73;82;85;78;75;0;0;0;0;0;3;3;222;175;70;26
135;135;135;83;79;81;78;85;36;70;0;0;0;0;0;4;3;222;183;72;30
136;136;136;83;80;67;81;84;78;80;0;0;0;0;0;4;3;222;182;68;21
137;137;137;83;88;81;80;85;59;67;0;0;0;0;0;4;4;222;181;73;31
138;138;138;83;67;32;68;71;85;76;0;0;0;0;0;2;3;222;187;82;28
139;139;139;83;62;41;65;69;85;75;0;0;0;0;0;2;3;222;189;78;32
140;140;140;83;76;80;85;88;48;66;0;0;0;0;0;5;2;222;180;69;36
141;141;141;83;95;75;74;86;43;53;0;0;0;0;0;4;3;222;170;67;25
142;142;142;83;82;82;63;77;36;80;0;0;0;0;0;3;3;222;188;78;27
143;143;143;83;93;77;77;86;50;54;0;0;0;0;0;4;3;222;172;66;31
144;144;144;83;82;83;78;83;48;75;0;0;0;0;0;4;4;222;189;76;25
145;145;145;83;71;46;58;61;85;82;0;0;0;0;0;2;3;222;185;79;29
146;146;146;83;45;84;74;75;42;81;0;0;0;0;0;3;3;222;193;91;37
147;147;147;83;70;80;80;81;80;85;0;0;0;0;0;3;4;222;189;82;29
148;148;148;83;79;69;74;78;83;83;0;0;0;0;0;3;4;222;185;80;22
149;149;149;83;77;81;80;82;49;72;0;0;0;0;0;4;4;222;193;82;25
150;150;150;83;74;54;72;71;84;78;0;0;0;0;0;2;2;222;184;79;28
151;151;151;83;68;83;71;76;40;75;0;0;0;0;0;3;4;222;181;79;31
152;152;152;83;76;33;57;63;85;83;0;0;0;0;0;2;3;222;190;81;27
153;153;153;83;75;34;59;68;83;84;0;0;0;0;0;3;3;222;194;95;25
154;154;154;83;66;78;83;78;75;78;0;0;0;0;0;3;2;222;183;77;26
155;155;155;83;69;67;82;87;71;70;0;0;0;0;0;4;4;222;177;80;30
156;156;156;83;80;69;77;77;82;78;0;0;0;0;0;3;3;222;180;72;27
157;157;157;83;55;50;74;70;85;76;0;0;0;0;0;2;3;222;189;85;30
158;158;158;83;62;26;54;60;84;79;0;0;0;0;0;2;3;222;187;81;27
159;159;159;83;89;79;78;80;79;81;0;0;0;0;0;3;4;222;184;74;29
160;160;160;83;64;70;80;78;79;80;0;0;0;0;0;3;4;222;185;75;26
161;161;161;83;89;81;74;85;35;72;0;0;0;0;0;4;4;222;176;68;25
162;162;162;83;89;78;75;85;46;72;0;0;0;0;0;4;3;222;178;75;23
163;163;163;83;78;79;82;84;72;77;0;0;0;0;0;4;5;222;177;75;35
164;164;164;83;82;81;73;80;31;79;0;0;0;0;0;3;4;222;190;84;31
165;165;165;83;77;85;77;81;46;72;0;0;0;0;0;3;4;222;180;77;32
166;166;166;83;83;75;87;86;61;79;83;75;87;79;86;1;3;222;190;93;28
167;167;167;83;58;36;56;56;85;78;0;0;0;0;0;2;3;222;186;87;31
168;168;168;83;76;66;78;85;68;70;0;0;0;0;0;3;3;222;173;70;20
169;169;169;83;52;80;88;78;74;69;0;0;0;0;0;3;4;222;182;74;35
170;170;170;83;79;78;83;83;74;78;0;0;0;0;0;3;4;222;186;77;28
171;171;171;83;78;82;84;84;63;68;0;0;0;0;0;4;4;222;173;77;26
172;172;172;83;83;78;88;87;53;80;83;78;88;80;87;1;4;222;185;77;30
173;173;173;83;82;82;75;85;49;82;82;82;75;82;85;1;3;222;199;76;32
174;174;174;83;82;73;80;81;78;77;0;0;0;0;0;3;3;222;173;69;25
175;175;175;83;84;79;80;85;42;84;84;79;80;84;85;1;2;222;192;84;30
176;176;176;83;88;82;78;86;37;63;0;0;0;0;0;4;5;222;177;69;25
177;177;177;83;82;81;86;82;57;81;82;81;86;81;82;1;3;222;183;75;28
178;178;178;83;69;72;84;79;77;78;0;0;0;0;0;3;4;222;176;75;32
179;179;179;83;51;58;72;70;85;80;0;0;0;0;0;2;4;222;185;80;29
180;180;180;83;64;40;56;69;85;79;0;0;0;0;0;2;3;222;185;75;29
181;181;181;83;81;77;80;86;61;71;0;0;0;0;0;4;3;222;179;61;21
182;182;182;83;66;78;85;80;75;76;0;0;0;0;0;3;2;222;175;66;26
183;183;183;83;64;79;85;81;43;78;0;0;0;0;0;4;3;222;181;76;35
184;184;184;83;75;54;68;70;85;79;0;0;0;0;0;2;4;222;192;84;25
185;185;185;83;89;58;76;82;78;76;0;0;0;0;0;3;4;222;180;70;22
186;186;186;83;87;81;77;82;50;84;0;0;0;0;0;3;4;222;192;80;27
187;187;187;83;84;40;60;68;85;80;0;0;0;0;0;2;4;222;185;79;26
188;188;188;83;76;69;78;81;81;81;0;0;0;0;0;3;3;222;166;60;28
189;189;189;83;67;65;85;78;81;72;0;0;0;0;0;3;4;222;173;71;33
190;190;190;83;82;81;80;85;30;61;0;0;0;0;0;4;5;222;171;67;29
191;191;191;83;85;80;81;82;46;62;0;0;0;0;0;4;4;222;178;72;26
192;192;192;83;87;77;75;88;57;66;0;0;0;0;0;4;4;222;177;63;29
193;193;193;83;73;82;64;78;35;88;0;0;0;0;0;3;4;222;188;92;33
194;194;194;82;66;74;82;83;59;59;0;0;0;0;0;4;4;322;176;79;32
195;195;195;82;76;72;76;82;81;89;0;0;0;0;0;3;3;322;186;81;28
196;196;196;82;87;74;75;85;62;62;0;0;0;0;0;4;2;322;173;72;27
197;197;197;82;84;83;72;78;35;63;0;0;0;0;0;4;4;322;187;80;35
198;198;198;82;90;78;77;86;38;62;0;0;0;0;0;4;2;322;178;77;27
199;199;199;82;81;80;78;83;39;79;81;80;78;79;83;1;2;322;187;82;34
200;200;200;82;73;83;66;80;38;82;0;0;0;0;0;3;3;322;190;91;23
201;201;201;82;60;37;63;65;83;83;0;0;0;0;0;2;3;322;193;81;24
202;202;202;82;77;81;76;81;46;70;0;0;0;0;0;4;3;322;175;70;27
203;203;203;82;66;74;79;80;80;80;0;0;0;0;0;3;4;322;181;72;31
204;204;204;82;75;63;75;78;79;78;0;0;0;0;0;3;3;322;178;73;22
205;205;205;82;77;78;74;76;82;86;0;0;0;0;0;3;4;322;186;86;30
206;206;206;82;84;79;71;85;30;83;84;79;71;83;85;1;3;322;191;83;24
207;207;207;82;82;79;74;85;45;83;82;79;74;83;85;1;2;322;197;86;32
208;208;208;82;72;77;79;85;69;79;0;0;0;0;0;5;4;322;180;72;27
209;209;209;82;85;84;77;86;50;75;0;0;0;0;0;4;4;322;171;70;29
210;210;210;82;75;60;80;80;78;76;0;0;0;0;0;3;3;322;173;67;26
211;211;211;82;76;67;74;74;84;77;0;0;0;0;0;3;4;322;184;78;33
212;212;212;82;78;71;81;85;67;74;0;0;0;0;0;4;3;322;171;67;29
213;213;213;82;85;63;77;80;79;79;0;0;0;0;0;4;4;322;183;76;25
214;214;214;82;79;78;82;83;74;77;0;0;0;0;0;3;3;322;180;71;30
215;215;215;82;95;66;77;84;72;76;0;0;0;0;0;4;3;322;185;77;23
216;216;216;82;83;67;73;76;79;80;0;0;0;0;0;3;3;322;183;82;31
217;217;217;82;85;74;78;85;31;56;0;0;0;0;0;4;5;322;170;68;25
218;218;218;82;83;66;73;74;78;88;0;0;0;0;0;2;3;322;188;80;28
219;219;219;82;57;82;73;76;45;76;0;0;0;0;0;3;5;322;193;80;38
220;220;220;82;69;73;82;80;73;77;0;0;0;0;0;3;4;322;178;78;23
221;221;221;82;73;37;68;71;82;79;0;0;0;0;0;2;4;322;180;76;34
222;222;222;82;83;80;75;88;39;77;0;0;0;0;0;4;3;322;175;73;27
223;223;223;82;46;67;83;80;73;71;0;0;0;0;0;3;3;322;178;68;32
224;224;224;82;70;41;77;70;83;79;0;0;0;0;0;2;3;322;191;80;27
225;225;225;82;63;84;71;75;43;81;0;0;0;0;0;3;4;322;188;83;31
226;226;226;82;81;61;77;79;78;74;0;0;0;0;0;4;3;322;172;66;29
227;227;227;82;82;80;83;81;57;82;82;80;83;82;81;1;3;322;196;90;32
228;228;228;82;54;59;71;66;85;75;0;0;0;0;0;2;3;322;189;87;30
229;229;229;82;80;83;78;84;43;66;0;0;0;0;0;4;4;322;176;77;29
230;230;230;82;91;78;76;81;49;71;0;0;0;0;0;3;3;322;183;72;23
231;231;231;82;63;78;85;88;76;56;0;0;0;0;0;4;2;322;170;71;30
232;232;232;82;82;82;75;81;43;83;82;82;75;83;81;1;2;322;191;86;34
233;233;233;82;58;69;78;77;80;82;0;0;0;0;0;3;2;322;188;78;30
234;234;234;82;64;77;76;78;80;81;0;0;0;0;0;3;3;322;184;77;26
235;235;235;82;73;79;81;81;64;72;0;0;0;0;0;3;4;322;176;72;32
236;236;236;82;82;83;67;78;39;73;0;0;0;0;0;3;4;322;185;85;34
237;237;237;82;78;72;83;82;82;82;0;0;0;0;0;3;4;322;179;91;24
238;238;238;82;66;54;74;75;83;80;0;0;0;0;0;3;3;322;184;68;24
239;239;239;82;79;77;74;79;80;88;0;0;0;0;0;3;4;322;183;74;27
240;240;240;82;90;80;71;81;38;67;0;0;0;0;0;4;4;322;187;73;25
241;241;241;82;85;76;81;81;70;80;0;0;0;0;0;3;2;322;184;84;31
242;242;242;82;90;77;73;86;60;75;0;0;0;0;0;4;3;322;177;70;24
243;243;243;82;75;77;80;83;57;80;0;0;0;0;0;4;3;322;186;80;24
244;244;244;82;70;84;76;83;44;75;0;0;0;0;0;4;4;322;175;73;33
245;245;245;82;82;79;75;83;46;81;82;79;75;81;83;1;2;322;186;83;31
246;246;246;82;83;79;76;84;53;82;83;79;76;82;84;1;3;322;189;83;32
247;247;247;82;72;69;80;81;75;75;0;0;0;0;0;3;4;322;170;68;29
248;248;248;82;84;81;71;86;31;66;0;0;0;0;0;4;4;322;174;71;26
249;249;249;82;79;82;73;74;38;82;0;0;0;0;0;3;4;322;191;94;31
250;250;250;82;71;45;56;64;83;85;0;0;0;0;0;2;3;322;190;77;28
251;251;251;82;68;77;80;82;78;85;0;0;0;0;0;3;2;322;178;68;29
252;252;252;82;64;82;62;73;28;88;0;0;0;0;0;3;4;322;189;90;29
253;253;253;82;85;67;75;78;78;71;0;0;0;0;0;3;3;322;175;70;26
254;254;254;82;88;72;77;84;30;53;0;0;0;0;0;4;2;322;176;71;20
255;255;255;82;57;82;83;79;55;68;0;0;0;0;0;3;4;322;185;76;35
256;256;256;82;90;80;72;78;46;86;0;0;0;0;0;3;3;322;187;81;25
257;257;257;82;80;77;82;84;53;56;0;0;0;0;0;4;2;322;184;73;22
258;258;258;82;77;83;81;82;42;63;0;0;0;0;0;3;3;322;181;79;27
259;259;259;82;62;71;80;77;79;82;0;0;0;0;0;3;3;322;185;77;31
260;260;260;82;80;76;80;84;73;74;0;0;0;0;0;4;4;322;185;73;26
261;261;261;82;54;76;80;80;75;72;0;0;0;0;0;4;3;322;189;70;28
262;262;262;82;79;83;80;84;53;81;79;83;80;81;84;1;3;322;187;90;30
263;263;263;82;73;77;80;84;70;82;0;0;0;0;0;4;4;322;188;77;24
264;264;264;82;79;69;78;89;32;50;0;0;0;0;0;5;3;322;180;76;24
265;265;265;82;51;68;77;74;84;79;0;0;0;0;0;2;3;322;188;84;32
266;266;266;82;74;81;71;81;37;76;0;0;0;0;0;4;3;322;191;87;28
267;267;267;82;75;57;82;78;81;78;0;0;0;0;0;3;2;322;181;75;29
268;268;268;82;84;79;79;84;43;72;0;0;0;0;0;4;3;322;172;74;27
269;269;269;82;54;47;58;61;85;79;0;0;0;0;0;2;3;322;194;81;34
270;270;270;82;79;82;70;76;36;85;0;0;0;0;0;3;4;322;195;94;28
271;271;271;82;79;84;78;83;53;75;0;0;0;0;0;4;4;322;191;75;30
272;272;272;82;64;85;78;77;41;75;0;0;0;0;0;3;4;322;182;86;37
273;273;273;82;70;51;67;64;83;79;0;0;0;0;0;3;3;322;195;99;29
274;274;274;82;82;80;76;84;46;79;82;80;76;79;84;1;4;322;189;84;34
275;275;275;82;88;65;74;80;78;80;0;0;0;0;0;3;3;322;186;73;21
276;276;276;82;81;45;63;73;81;85;0;0;0;0;0;3;3;322;186;90;25
277;277;277;82;88;47;64;71;83;81;0;0;0;0;0;3;3;322;193;86;23
278;278;278;82;73;49;64;69;83;77;0;0;0;0;0;2;4;322;191;81;31
279;279;279;82;94;81;72;80;45;84;0;0;0;0;0;4;3;322;186;80;30
280;280;280;81;79;73;76;85;46;56;0;0;0;0;0;5;3;458;161;59;30
281;281;281;81;66;58;69;72;83;87;0;0;0;0;0;2;3;458;187;73;26
282;282;282;81;64;49;70;65;83;76;0;0;0;0;0;2;3;458;182;79;29
283;283;283;81;69;46;65;67;81;83;0;0;0;0;0;3;3;458;189;86;28
284;284;284;81;82;77;74;83;55;80;82;77;74;80;83;1;3;458;195;94;31
285;285;285;81;76;79;81;83;43;63;0;0;0;0;0;4;3;458;182;76;28
286;286;286;81;91;48;73;78;75;64;0;0;0;0;0;3;4;458;175;69;20
287;287;287;81;67;68;80;82;79;76;0;0;0;0;0;4;4;458;187;73;27
288;288;288;81;85;75;75;83;64;68;0;0;0;0;0;3;4;458;175;73;29
289;289;289;81;37;61;77;78;78;73;0;0;0;0;0;3;3;458;189;76;36
290;290;290;81;55;74;78;75;78;84;0;0;0;0;0;3;4;458;186;80;29
291;291;291;81;80;80;80;81;43;70;0;0;0;0;0;3;3;458;173;63;29
292;292;292;81;82;76;77;84;31;81;82;76;77;81;84;1;3;458;191;91;30
293;293;293;81;72;62;75;76;80;75;0;0;0;0;0;3;5;458;183;70;34
294;294;294;81;82;81;71;78;34;75;0;0;0;0;0;3;5;458;175;70;24
295;295;295;81;77;80;73;80;53;78;0;0;0;0;0;4;5;458;184;71;27
296;296;296;81;44;80;73;73;57;80;0;0;0;0;0;3;5;458;189;86;34
297;297;297;81;75;71;79;82;75;78;0;0;0;0;0;4;3;458;169;62;31
298;298;298;81;78;81;78;84;49;69;0;0;0;0;0;4;3;458;178;67;26
299;299;299;81;69;68;74;77;78;80;0;0;0;0;0;3;3;458;185;74;25
300;300;300;81;80;74;78;81;71;71;0;0;0;0;0;3;4;458;178;74;24
301;301;301;81;60;72;76;77;77;74;0;0;0;0;0;4;3;458;181;80;32
302;302;302;81;73;75;78;78;77;81;0;0;0;0;0;3;3;458;182;74;24
303;303;303;81;77;77;80;83;61;68;0;0;0;0;0;4;4;458;178;69;28
304;304;304;81;50;77;85;80;73;74;0;0;0;0;0;3;4;458;181;78;33
305;305;305;81;72;39;65;72;82;77;0;0;0;0;0;2;5;458;182;82;24
306;306;306;81;78;66;72;74;81;80;0;0;0;0;0;2;3;458;188;82;26
307;307;307;81;74;54;76;78;79;74;0;0;0;0;0;3;4;458;183;79;27
308;308;308;81;78;40;64;72;81;80;0;0;0;0;0;3;2;458;184;77;22
309;309;309;81;88;65;75;85;75;76;0;0;0;0;0;4;4;458;174;73;24
310;310;310;81;79;73;80;83;54;63;0;0;0;0;0;3;4;458;184;72;28
311;311;311;81;74;43;67;69;81;82;0;0;0;0;0;2;3;458;189;80;29
312;312;312;81;72;76;83;80;68;79;0;0;0;0;0;3;5;458;175;69;23
313;313;313;81;76;48;71;76;83;78;0;0;0;0;0;2;3;458;183;77;26
314;314;314;81;80;32;64;67;82;80;0;0;0;0;0;2;3;458;191;82;23
315;315;315;81;71;83;79;84;33;73;0;0;0;0;0;4;4;458;177;73;33
316;316;316;81;84;76;76;83;40;60;0;0;0;0;0;4;4;458;173;64;23
317;317;317;81;81;76;79;82;77;83;0;0;0;0;0;4;4;458;191;88;28
318;318;318;81;80;78;77;82;37;80;80;78;77;80;82;1;3;458;191;83;25
319;319;319;81;71;56;67;61;81;80;0;0;0;0;0;2;3;458;182;76;33
320;320;320;81;78;66;77;83;77;71;0;0;0;0;0;3;3;458;183;65;26
321;321;321;81;71;80;82;81;65;73;0;0;0;0;0;4;3;458;187;76;27
322;322;322;81;80;78;72;84;44;83;80;78;72;83;84;1;3;458;192;82;27
323;323;323;81;56;82;72;77;40;72;0;0;0;0;0;3;3;458;186;80;30
324;324;324;81;84;73;75;85;57;65;0;0;0;0;0;4;4;458;178;71;27
325;325;325;81;81;81;71;80;35;82;81;81;71;82;80;1;2;458;190;74;38
326;326;326;81;79;80;78;83;49;67;0;0;0;0;0;4;4;458;183;83;27
327;327;327;81;79;77;86;84;52;81;79;77;86;81;84;1;4;458;185;88;31
328;328;328;81;60;57;64;59;83;83;0;0;0;0;0;2;3;458;183;78;36
329;329;329;81;84;78;79;81;39;64;0;0;0;0;0;3;3;458;169;71;29
330;330;330;81;81;79;85;83;48;78;81;79;85;78;83;1;3;458;191;77;26
331;331;331;81;89;83;76;82;33;64;0;0;0;0;0;5;3;458;186;70;26
332;332;332;81;85;61;81;78;73;78;0;0;0;0;0;3;2;458;180;75;26
333;333;333;81;63;35;57;57;83;79;0;0;0;0;0;2;3;458;187;80;33
