25;Right;CB;;Bruiser+, Acrobatic, Aerial, Block, Jockey
26;Right;CAM;LM;Incisive Pass+, Chip Shot, Finesse Shot, First Touch, Flair, Technical, Trivela
27;Right;GK;;1v1 Close Down+, Deflector, Far Throw
28;Right;CB;;Anticipate+, Jockey
29;Right;ST;;Acrobatic, Chip Shot, Power Header, Rapid
30;Right;CAM;LM, CM;Technical+, Flair, Incisive Pass, Trickster
31;Left;RW;RM;Finesse Shot, Flair, Technical, Whipped Pass
32;Left;CAM;ST;First Touch+, Dead Ball, Finesse Shot, Flair, Incisive Pass, Technical, Trivela
33;Left;LB;LM;Bruiser+, Anticipate, Long Throw, Quick Step, Rapid, Relentless
34;Right;LW;CAM, LM;Trickster+, First Touch, Flair, Incisive Pass, Technical, Trivela
35;Right;CDM;CM;Block, Intercept, Long Ball Pass, Press Proven
36;Right;CM;CDM;Trivela+, Flair, Incisive Pass, Long Ball Pass, Press Proven, Tiki Taka
37;Right;GK;;Deflector+, Cross Claimer, Far Throw
38;Right;CAM;CM;Long Ball Pass+, Dead Ball, First Touch, Flair, Incisive Pass, Pinged Pass, Relentless
39;Right;ST;LM;Finesse Shot+, Quick Step, Rapid
40;Right;CB;;Intercept+, Aerial, Anticipate, Jockey, Power Header
41;Left;CB;;Intercept+, Anticipate, Jockey, Long Ball Pass, Pinged Pass
42;Right;CM;CDM;First Touch+, Incisive Pass, Press Proven, Tiki Taka
43;Right;GK;;1v1 Close Down+, Footwork
44;Right;CM;CDM;Relentless+, Anticipate, Intercept, Pinged Pass, Press Proven, Slide Tackle
45;Right;GK;;Far Reach+
46;Right;ST;;Power Shot+, Acrobatic, Aerial, Flair, Power Header, Trickster, Trivela
47;Left;CB;;Bruiser+, Aerial, Power Header
48;Left;CDM;CM;Long Ball Pass+, Bruiser, Finesse Shot, Incisive Pass, Power Shot, Slide Tackle
49;Right;RW;ST, RM;Dead Ball, Finesse Shot, Flair, Technical
50;Right;LB;RB, RM;Block, First Touch, Flair, Technical, Trivela, Whipped Pass
51;Right;LW;LM, ST;Rapid+, Finesse Shot, Flair, Incisive Pass, Quick Step, Trickster, Whipped Pass
52;Left;LM;LB, LW;Whipped Pass+, Dead Ball, Finesse Shot
53;Right;CM;CAM, CDM;Trivela+, Incisive Pass, Long Ball Pass, Technical, Whipped Pass
54;Right;CM;CDM;Pinged Pass+, Dead Ball, Incisive Pass, Power Shot, Press Proven
55;Right;RB;;Block, Whipped Pass
56;Left;RW;CAM, RM;Rapid+, Flair, Pinged Pass, Quick Step, Trickster
57;Right;RB;;Whipped Pass+, Dead Ball, Incisive Pass, Long Ball Pass, Relentless
58;Right;CM;LW;Incisive Pass+, First Touch, Long Ball Pass, Relentless, Technical, Tiki Taka
59;Right;CB;;Aerial
60;Right;ST;;Finesse Shot, First Touch, Incisive Pass, Relentless, Trivela
61;Right;CB;;Aerial, Block, Bruiser, Intercept, Long Ball Pass, Power Header
62;Right;RB;CDM, CM;Long Ball Pass+, Anticipate, Finesse Shot, Press Proven, Relentless, Whipped Pass
63;Right;GK;;1v1 Close Down, Footwork, Long Ball Pass, Pinged Pass
64;Right;GK;;Pinged Pass+, Far Throw, Long Ball Pass
65;Right;CDM;CM;Incisive Pass+, Anticipate, First Touch, Technical
66;Left;CB;LB;Anticipate, Dead Ball, Long Ball Pass
67;Right;CB;RB;Block+, Acrobatic, Anticipate, Jockey, Power Header, Slide Tackle
68;Right;CAM;RM, CM;Tiki Taka+, Dead Ball, First Touch, Flair, Incisive Pass, Technical, Trivela
69;Right;CB;;Aerial, Block, Intercept, Long Ball Pass, Power Header
70;Right;CDM;CM;Trivela+, Flair, Incisive Pass, Long Ball Pass, Press Proven
71;Right;ST;;Finesse Shot, First Touch, Flair, Rapid
72;Right;CDM;CM;Intercept+, Press Proven, Relentless
73;Right;RB;CB;Jockey+, Quick Step, Relentless, Slide Tackle
74;Right;LW;RW, LM;Finesse Shot, Flair, Incisive Pass, Technical, Trickster, Trivela
75;Right;CM;CDM;Tiki Taka+, Finesse Shot, Intercept, Technical
76;Right;CAM;RM;Dead Ball, Finesse Shot, Flair, Incisive Pass, Trivela
77;Left;RM;RW;Finesse Shot, First Touch, Flair, Technical
78;Left;GK;;Cross Claimer, Far Throw
79;Left;CM;CAM;Aerial, Incisive Pass, Power Shot, Relentless
80;Right;CM;CDM;Aerial, First Touch, Incisive Pass, Power Header, Relentless, Trivela
81;Right;ST;;Finesse Shot, Quick Step, Rapid, Trivela
82;Right;CDM;CM;Bruiser+, Long Ball Pass, Slide Tackle
83;Left;RM;CAM, RW;Finesse Shot, First Touch, Flair, Incisive Pass, Technical, Whipped Pass
84;Left;LB;;Relentless+, Rapid, Whipped Pass
85;Left;RM;LM, RW;Finesse Shot, Flair, Power Shot, Quick Step, Rapid
86;Left;CB;;Slide Tackle+, Anticipate, Block, Jockey, Long Ball Pass, Power Header
87;Right;CB;CDM, RB;Aerial, Long Throw
88;Right;CDM;CM, CB;Aerial, Anticipate, Bruiser, Intercept, Jockey, Long Ball Pass, Relentless
89;Right;ST;LW;Rapid, Relentless
90;Right;CDM;CM;Long Ball Pass, Relentless, Slide Tackle
91;Right;ST;;Chip Shot, Rapid, Relentless
92;Right;LM;RM, LW;Rapid+, Finesse Shot, Flair, Quick Step, Relentless, Trivela
93;Left;CB;;Aerial, Intercept, Jockey
94;Right;CB;;
95;Left;CB;LB;
96;Right;ST;CAM;Press Proven+, Finesse Shot, Flair
97;Left;ST;;Chip Shot+, Dead Ball, Finesse Shot, Incisive Pass, Trivela
98;Left;GK;;Far Throw+, Cross Claimer, Footwork
99;Right;RW;LW, ST, RM;Finesse Shot, Flair, Quick Step, Rapid, Trivela
100;Right;LM;RM, LW;Rapid+, Acrobatic, First Touch, Flair, Quick Step
101;Right;CDM;CM;Dead Ball, Long Ball Pass, Power Shot, Whipped Pass
102;Right;CB;;Block, Bruiser, Long Ball Pass, Power Shot
103;Right;CM;CDM;Finesse Shot, Incisive Pass, Long Ball Pass, Technical
104;Left;RW;LW, RM;Finesse Shot, Flair, Power Shot, Quick Step, Rapid, Relentless, Trickster
105;Right;LW;RW, LM;Flair, Quick Step, Technical
106;Left;LB;LM;Finesse Shot, First Touch, Incisive Pass, Long Ball Pass, Power Shot, Whipped Pass
107;Left;ST;;Power Header
108;Right;RM;RB, RW;Flair, Quick Step, Rapid
109;Right;CM;CDM;Press Proven+, Dead Ball, Tiki Taka
110;Right;LW;LM;Press Proven+, Finesse Shot, First Touch, Flair
111;Right;ST;;Chip Shot+, Aerial, Finesse Shot, First Touch, Power Header, Trivela
112;Right;ST;LW;Press Proven
113;Right;RB;;Quick Step, Whipped Pass
114;Right;GK;;
115;Right;CB;;Anticipate, Block, Bruiser, Power Header
116;Right;LM;RM, ST, LW;Flair, Rapid
117;Left;CB;;Bruiser, Long Ball Pass, Slide Tackle
118;Right;GK;;1v1 Close Down, Far Throw, Long Ball Pass
119;Left;LB;;Block, Rapid
120;Right;CAM;ST;Finesse Shot, First Touch, Flair, Incisive Pass, Technical, Trivela
121;Right;CAM;CM;Finesse Shot, First Touch, Flair, Incisive Pass, Technical, Tiki Taka, Trivela
122;Right;CM;CDM;Anticipate, Intercept
123;Right;CB;RB;Jockey+, Intercept
124;Right;GK;;Far Throw, Footwork
125;Right;CB;;Aerial, Bruiser, Intercept, Slide Tackle
126;Right;CM;CAM, CDM;Finesse Shot, Pinged Pass, Power Shot, Trivela
127;Right;CDM;CM;Block, Bruiser, Long Ball Pass, Slide Tackle
128;Right;GK;;Footwork
129;Left;ST;;Chip Shot, Dead Ball, Finesse Shot, Flair
130;Right;RB;;Jockey, Long Throw, Rapid
131;Right;RB;CB;Block
132;Left;LB;LM;Anticipate, Bruiser, Flair, Long Ball Pass, Power Shot, Relentless, Trivela
133;Right;CDM;CM, CB;Bruiser, Power Shot, Relentless
134;Left;CDM;CM, CAM;Incisive Pass, Technical, Tiki Taka
135;Left;RW;RM;Dead Ball, Flair, Incisive Pass, Technical, Trivela
136;Left;CM;CDM, LB;Block, Bruiser, Flair, Jockey, Technical
137;Right;LW;LM;Flair, Technical, Trivela, Whipped Pass
138;Right;CB;CDM;
139;Right;CB;;Aerial, Jockey
140;Left;RM;CAM, RW;Chip Shot, Finesse Shot, Flair, Incisive Pass, Technical, Trickster, Trivela
141;Left;RM;ST, CAM, RW;Quick Step+, First Touch, Rapid
142;Left;ST;;Power Header+, Aerial, Quick Step, Rapid, Relentless
143;Right;CAM;ST;Acrobatic, First Touch, Flair, Quick Step, Rapid, Trivela
144;Right;ST;LW;Press Proven, Trivela
145;Right;CB;;Aerial, Power Header, Slide Tackle
146;Left;ST;;Aerial, Power Header, Trivela
147;Right;CM;CDM;Bruiser, Incisive Pass, Power Shot
148;Left;LB;CB;Block+, Jockey, Long Ball Pass, Pinged Pass, Power Header
149;Left;ST;CM;Aerial, Chip Shot, First Touch, Technical, Trivela
150;Left;CB;LB;Bruiser, Slide Tackle
151;Right;ST;;Chip Shot+, Aerial, Flair, Incisive Pass, Power Header, Trivela
152;Right;CB;;Aerial, Block, Intercept, Power Header, Slide Tackle
153;Right;CB;;Aerial, Block, Bruiser
154;Left;CM;CAM;Anticipate, Relentless
155;Right;CM;CDM;Flair, Incisive Pass, Pinged Pass, Press Proven
156;Right;CDM;CM, RB;Block+, Bruiser, Relentless
157;Left;CB;;Aerial, Long Ball Pass
158;Right;CB;;Aerial, Power Header, Slide Tackle
159;Right;RM;RB, CM, RW;Power Shot, Quick Step, Rapid, Relentless, Whipped Pass
160;Right;CDM;CM;Anticipate, Long Ball Pass, Relentless
161;Right;RM;ST, LM, RW;First Touch, Flair, Quick Step, Technical, Trivela
162;Right;LW;RW, LM;Finesse Shot, Flair, Quick Step, Technical, Trivela, Whipped Pass
163;Right;CM;CAM;Anticipate, Finesse Shot, Flair, Incisive Pass, Technical
164;Right;ST;;Rapid, Relentless
165;Left;ST;RW, CAM;Finesse Shot, Power Shot, Trivela
166;Right;GK;;1v1 Close Down, Footwork
167;Right;CB;;Bruiser, Power Header
168;Right;CM;LW;Rapid, Relentless, Slide Tackle, Tiki Taka
169;Right;CM;CDM;Dead Ball+, Long Ball Pass, Pinged Pass, Press Proven
170;Right;CAM;CM;Finesse Shot, Incisive Pass, Press Proven
171;Right;LW;CAM, CM, LM;Tiki Taka+, Dead Ball, Finesse Shot, Flair, Incisive Pass, Technical, Whipped Pass
172;Left;GK;;Far Throw, Footwork, Long Ball Pass
173;Right;GK;;Footwork
174;Right;RB;;Rapid, Relentless, Whipped Pass
175;Right;GK;;Deflector, Far Throw, Footwork
176;Right;RW;RM, LW;Finesse Shot, Flair, Rapid
177;Right;GK;;Cross Claimer
178;Right;CDM;CM;Long Ball Pass, Relentless
179;Right;CDM;CM;Anticipate+, Bruiser, Slide Tackle, Tiki Taka
180;Left;CB;;Aerial, Bruiser
181;Right;CAM;LW;Finesse Shot, First Touch, Flair, Incisive Pass, Technical, Tiki Taka, Trivela
182;Right;CM;CDM;Dead Ball, Flair, Press Proven
183;Left;LM;LW;Chip Shot, First Touch, Flair, Press Proven, Trivela, Whipped Pass
184;Right;CB;;Long Ball Pass, Pinged Pass, Power Header
185;Left;LB;;Pinged Pass, Quick Step, Rapid, Whipped Pass
186;Right;ST;;Aerial, Quick Step, Relentless
187;Right;CB;;Block+, Anticipate, Long Ball Pass
188;Right;CDM;CM;Anticipate, Intercept, Jockey, Relentless, Slide Tackle, Tiki Taka
189;Right;RB;;Whipped Pass+, Dead Ball, Long Ball Pass, Long Throw
190;Right;LW;ST, LM;Flair, Rapid, Trivela
191;Left;RM;CM, CAM, RW;Flair, Quick Step, Technical
192;Right;LW;CAM, LM;Flair, Technical, Trivela
193;Right;ST;;Aerial, Power Header, Power Shot
194;Right;CAM;LM, CM;Finesse Shot, Flair, Incisive Pass, Technical, Trivela
195;Right;CM;LW;Bruiser, Intercept, Press Proven, Relentless
196;Right;CAM;RM, LM;First Touch, Quick Step, Technical, Trickster
197;Right;ST;;Chip Shot, Finesse Shot, Flair, Rapid, Trivela
198;Left;RM;ST, RW;Flair, Quick Step, Technical
199;Right;GK;;Deflector, Footwork
200;Right;ST;;Power Shot+, Aerial
201;Left;CB;;Aerial, Bruiser, Jockey, Long Ball Pass
202;Left;RM;ST, RW;Technical
203;Right;CDM;CM;Long Ball Pass, Press Proven, Relentless
204;Right;CDM;CM;Anticipate, Intercept, Pinged Pass, Press Proven, Relentless, Slide Tackle, Tiki Taka
205;Right;CDM;CB;Bruiser, Long Ball Pass, Pinged Pass, Press Proven, Slide Tackle
206;Right;GK;;1v1 Close Down
207;Left;GK;;1v1 Close Down
208;Left;LM;CAM, LW;First Touch, Flair, Technical, Trivela
209;Right;ST;RM;Flair, Technical, Trivela
210;Left;LB;;Acrobatic, Block, Intercept, Jockey, Press Proven, Relentless
211;Right;CB;RB;Anticipate, Long Ball Pass
212;Right;CAM;RM, CM;First Touch, Flair, Incisive Pass, Pinged Pass, Relentless, Technical, Tiki Taka
213;Right;RB;LB;Slide Tackle, Technical
214;Right;CM;CAM, CDM;Flair, Incisive Pass, Long Ball Pass, Pinged Pass, Power Shot, Press Proven
215;Left;LB;LM;Quick Step, Rapid
216;Right;RB;RM;First Touch, Rapid, Relentless, Whipped Pass
217;Right;CAM;RW, LW;First Touch, Flair, Technical
218;Right;RB;RM;Quick Step, Relentless
219;Right;ST;;Finesse Shot, Incisive Pass, Technical
220;Right;CM;CDM;Long Ball Pass+, First Touch, Flair, Incisive Pass, Press Proven, Relentless
221;Right;CB;LB, RB;Aerial, Block, Intercept
222;Right;ST;;First Touch, Flair, Relentless, Technical
223;Right;CDM;CM;Anticipate, First Touch, Incisive Pass, Pinged Pass, Press Proven
224;Left;CB;;Long Ball Pass
225;Right;ST;;Power Header
226;Left;LB;;Anticipate, Technical
227;Right;GK;;Cross Claimer, Footwork
228;Right;CB;;Anticipate, Pinged Pass
229;Right;RM;ST, LM, RW;Technical
230;Right;LW;LM;Finesse Shot, Quick Step, Rapid
231;Left;LB;CM;Tiki Taka+, First Touch, Flair, Intercept, Technical, Trivela
232;Right;GK;;
233;Right;CDM;CM;Block, Bruiser, Long Ball Pass, Power Shot, Slide Tackle
234;Right;CDM;CM;Flair, Incisive Pass
235;Right;CAM;ST;Incisive Pass, Relentless, Technical
236;Right;ST;;Power Shot, Press Proven
237;Right;RB;;Bruiser, Jockey, Whipped Pass
238;Right;CDM;CM;Block, Intercept
239;Right;CDM;CM;Power Shot, Relentless
240;Right;ST;;Finesse Shot, Flair, Quick Step, Technical
241;Left;LM;LB, LW;Rapid, Whipped Pass
242;Left;RM;CAM, LM, RW;First Touch, Flair, Technical
243;Left;RM;RW, CAM;Finesse Shot, Flair
244;Right;ST;;Finesse Shot, Technical
245;Right;GK;;Cross Claimer, Deflector, Far Throw
246;Right;GK;;1v1 Close Down
247;Right;CM;CDM;Anticipate, First Touch, Relentless
248;Right;ST;;First Touch, Technical
249;Left;ST;;Power Header, Power Shot, Press Proven
250;Right;CB;;Bruiser, Intercept, Long Ball Pass, Slide Tackle
251;Left;CM;CDM, RM;Long Ball Pass, Press Proven, Relentless
252;Right;ST;;Power Header+, Aerial
253;Right;RB;;Block, Whipped Pass
254;Left;LW;LM;Technical
255;Right;CAM;ST;Incisive Pass, Trivela
256;Right;ST;;Quick Step, Rapid, Relentless
257;Left;RM;RW, CAM;Dead Ball, Finesse Shot, Flair, Incisive Pass, Technical, Trivela, Whipped Pass
258;Left;ST;LW, LM;Technical, Trivela
259;Right;CDM;CM;Long Ball Pass, Pinged Pass, Press Proven
260;Right;CM;CDM, CAM;Flair, Incisive Pass, Power Shot, Technical, Tiki Taka
261;Left;CM;CDM;Finesse Shot, First Touch, Tiki Taka
262;Left;GK;;Footwork
263;Right;CAM;CM, ST;Finesse Shot, Technical, Trivela
264;Right;LM;RM, LW;Technical+, Finesse Shot, Flair, Trickster, Trivela
265;Right;CB;;Long Ball Pass, Power Shot
266;Left;ST;;Acrobatic, Flair, Power Header
267;Left;LB;CB;Jockey
268;Left;CAM;RM;Flair, Incisive Pass, Rapid, Relentless
269;Right;CB;;Aerial, Intercept, Jockey, Power Header
270;Left;ST;;Flair, Rapid
271;Left;RM;CAM, ST, RW;Acrobatic, Finesse Shot, Power Header, Trivela
272;Right;ST;;Trivela
273;Right;CB;RB;Bruiser, Intercept, Long Ball Pass, Pinged Pass, Slide Tackle
274;Right;GK;;Far Throw, Footwork
275;Left;LB;;Quick Step, Whipped Pass
276;Right;CB;;Bruiser, Pinged Pass
277;Left;CB;;Block, Slide Tackle
278;Right;CB;;Aerial, Anticipate
279;Right;RM;ST, RW;Chip Shot, Finesse Shot, Quick Step, Rapid, Trivela
280;Right;CAM;LM;Finesse Shot, First Touch, Flair, Incisive Pass, Technical, Trivela
281;Right;CDM;CM;Block+, Anticipate, Bruiser, Power Header, Slide Tackle
282;Right;CB;;Intercept, Slide Tackle
283;Right;CB;RB;Aerial, Block, Pinged Pass
284;Right;GK;;Far Throw
285;Left;RW;CM, RM;Finesse Shot, Incisive Pass, Whipped Pass
286;Left;LB;RB, LM;Anticipate, Jockey, Quick Step
287;Right;CM;CDM;First Touch, Relentless
288;Right;LM;RM, LW;Finesse Shot, Rapid, Trivela
289;Right;CDM;CM, CB;Anticipate, Incisive Pass, Long Ball Pass, Press Proven
290;Right;CM;CDM, CB;Anticipate, Incisive Pass, Long Ball Pass, Relentless
291;Right;CAM;LM, RM;Finesse Shot, First Touch, Pinged Pass, Power Shot, Tiki Taka
292;Right;GK;;Deflector, Footwork
293;Right;RB;CB, RM;Relentless
294;Right;ST;;Quick Step, Relentless, Trivela
295;Right;ST;LM;Acrobatic, Flair, Power Header, Technical, Trivela
296;Right;ST;;Power Header+, Aerial
297;Left;CDM;CM;Relentless+, Flair
298;Right;CAM;CM, LM;Dead Ball, Finesse Shot, Flair, Power Shot, Technical
299;Right;CDM;CM;Intercept
300;Right;CM;CAM;Intercept
301;Right;CDM;CM;Intercept
302;Right;CM;CAM, CDM;Block, Intercept, Relentless
303;Right;LM;CAM, LW;Finesse Shot, First Touch, Incisive Pass, Technical
304;Right;CDM;CM;Dead Ball, Whipped Pass
305;Right;CB;;Anticipate, Jockey, Long Ball Pass
306;Left;CB;LB;Anticipate, Jockey, Long Ball Pass, Power Header
307;Right;RB;RM, LB;Block, Bruiser, Incisive Pass, Jockey, Slide Tackle
308;Left;CB;LB;Block, Jockey
309;Right;LB;RB;First Touch, Jockey, Quick Step, Rapid, Relentless, Whipped Pass
310;Right;CAM;CM;Flair, Incisive Pass, Technical
311;Left;CB;;Aerial, Block, Bruiser, Slide Tackle
312;Right;CM;CAM, CDM;Dead Ball, Finesse Shot, Incisive Pass, Power Shot, Trivela
313;Right;CB;RB;Anticipate, Jockey, Slide Tackle
314;Right;CB;RB;Block
315;Right;ST;CAM, CM;Chip Shot, Finesse Shot, First Touch, Flair, Incisive Pass, Technical, Trivela
316;Left;RW;ST, RM;Finesse Shot, First Touch, Flair, Technical
317;Right;CM;CAM;Press Proven
318;Right;GK;;Footwork
319;Left;CB;;Long Ball Pass, Slide Tackle
320;Right;RB;LB;Anticipate, Flair, Intercept, Jockey, Technical
321;Left;CM;RM, CAM;Dead Ball, Finesse Shot, Technical, Tiki Taka
322;Left;GK;;
323;Left;ST;;Power Shot
324;Right;LM;LW;Finesse Shot, Quick Step, Technical
325;Right;GK;;1v1 Close Down, Cross Claimer, Far Throw, Long Ball Pass
326;Left;RM;RW;Dead Ball, Flair, Technical
327;Right;GK;;Far Reach, Footwork
328;Right;CB;;Aerial, Bruiser, Intercept, Jockey, Power Header, Slide Tackle
329;Left;RM;CAM, LM, RW;First Touch, Rapid
330;Right;GK;;Cross Claimer, Deflector
331;Right;LM;ST, LW;Power Shot+, Flair, Quick Step, Technical
332;Left;LB;LM;Dead Ball, Rapid, Trivela, Whipped Pass
333;Right;CB;;Aerial, Power Header
334;Left;CDM;CM;Bruiser, Incisive Pass, Jockey, Long Ball Pass, Relentless
335;Right;CDM;CB, CM;Anticipate, Intercept, Pinged Pass, Press Proven
336;Right;CDM;CM;Intercept, Press Proven, Relentless
337;Right;CB;;Bruiser, Jockey
338;Right;ST;;Acrobatic, Flair, Power Header
339;Right;GK;;Footwork
340;Right;LM;RM, LW;Finesse Shot, Quick Step, Rapid
341;Right;CAM;CM;Dead Ball, Flair, Power Shot, Technical, Trivela, Whipped Pass
342;Right;CM;CDM, CAM;Incisive Pass, Long Ball Pass, Pinged Pass, Power Shot
343;Right;CDM;CM;Bruiser, Intercept, Slide Tackle
344;Right;ST;CAM;Chip Shot+, Finesse Shot, Incisive Pass
345;Right;GK;;Cross Claimer, Deflector
346;Right;RB;;Block, Rapid, Whipped Pass
347;Right;CM;CDM, CAM;Dead Ball, Finesse Shot, First Touch, Incisive Pass, Long Ball Pass, Technical, Trivela
348;Right;CB;;Intercept
349;Right;ST;;
350;Left;RW;LW, RM;Finesse Shot, Flair, Quick Step, Technical
351;Right;LM;LW;Flair, Quick Step, Technical, Trickster
352;Right;CM;CDM;Technical
353;Right;CDM;CM;
354;Right;LM;LW;Chip Shot, Finesse Shot, First Touch, Flair, Technical
355;Right;CDM;CM;Bruiser, Intercept, Long Ball Pass, Pinged Pass, Relentless
356;Left;LB;;Anticipate, Jockey, Rapid
357;Right;CB;;Anticipate, Long Ball Pass, Power Header
358;Right;CB;;Bruiser, Long Ball Pass
359;Right;CDM;CM;Aerial, Intercept, Long Ball Pass
360;Right;ST;;Flair, Technical, Tiki Taka
361;Left;CDM;CM;Dead Ball, Long Ball Pass, Power Shot, Trivela
362;Right;RB;LB, LM;Anticipate, Intercept, Press Proven, Relentless
363;Right;ST;;Acrobatic, Aerial, Press Proven
364;Right;CAM;ST;First Touch, Flair, Incisive Pass, Technical
365;Right;LW;RW, LM;Finesse Shot, Flair, Rapid
366;Right;LW;LM;Finesse Shot
367;Right;CAM;ST;First Touch, Flair, Technical
368;Right;GK;;1v1 Close Down
369;Left;CB;LB, CDM;Aerial, Intercept, Long Ball Pass, Pinged Pass
370;Right;CDM;CM;Flair, Intercept
371;Left;CB;LB, CDM;
372;Right;LW;ST, LM;Finesse Shot, Flair, Power Shot, Quick Step, Technical, Trivela
373;Right;RM;RB, RW;Quick Step, Technical, Whipped Pass
374;Left;CB;;Aerial, Intercept
375;Right;RB;;
376;Right;GK;;1v1 Close Down
377;Left;RW;RM;Flair, Quick Step, Rapid
378;Right;RB;RM;Anticipate, Long Throw, Relentless, Whipped Pass
379;Right;CB;;Aerial, Bruiser, Long Ball Pass
380;Right;ST;;
381;Right;RB;;Whipped Pass
382;Right;GK;;1v1 Close Down, Footwork
383;Right;CB;;Aerial, Bruiser, Power Header
384;Right;LW;RW, LM;Rapid+, Flair, Quick Step, Trickster
385;Right;CM;CAM;Anticipate, Block, Intercept
386;Right;CDM;CM;Press Proven, Relentless
387;Left;LB;;Rapid
388;Right;GK;;1v1 Close Down, Footwork
389;Right;LW;ST, LM;First Touch, Flair, Technical
390;Left;RM;CAM, CM, RW;Finesse Shot, Incisive Pass, Technical
391;Right;CM;CDM;Incisive Pass, Power Shot, Relentless
392;Right;RB;;Block, Bruiser, Slide Tackle
393;Left;LB;;Anticipate, Rapid
394;Right;CM;CDM;Finesse Shot, Long Ball Pass
395;Left;LM;LB, LW;Chip Shot, First Touch, Flair, Trivela
396;Right;CB;RB, LB;Block, Long Throw
397;Left;RW;RM, LW;First Touch, Technical, Trivela
398;Right;CAM;CM, ST;First Touch, Flair, Incisive Pass, Tiki Taka
399;Right;LM;CAM, LW;Dead Ball+, Finesse Shot, Incisive Pass, Long Ball Pass, Trivela, Whipped Pass
400;Right;CB;CDM;Power Shot
401;Right;ST;;Flair, Technical, Trivela
402;Right;CM;CAM;First Touch, Incisive Pass, Tiki Taka
403;Right;RB;;Jockey, Rapid, Slide Tackle, Whipped Pass
404;Left;LB;LM;
405;Right;CM;CDM;Anticipate
406;Right;CB;CDM;Aerial, Intercept, Pinged Pass, Power Header
407;Right;CDM;CM;Anticipate, Incisive Pass, Long Ball Pass
408;Right;CDM;CM;Intercept, Relentless
409;Right;CDM;CM;Intercept, Relentless
410;Right;CB;;Slide Tackle+, Block, Intercept
411;Right;GK;;Deflector
412;Left;CM;LM;Jockey, Technical, Trivela
413;Right;GK;;Far Throw, Footwork
414;Left;CAM;CM;Finesse Shot, Incisive Pass, Long Ball Pass, Technical
415;Right;CB;CDM;Long Ball Pass, Slide Tackle
416;Right;CB;;Aerial, Block, Long Ball Pass, Power Header
417;Left;LB;CB;Block, Bruiser, Intercept
418;Left;CAM;CM;Technical
419;Left;CDM;CM;Bruiser, Long Ball Pass, Press Proven
420;Left;RW;ST, RM;Quick Step, Rapid
421;Left;CB;;Bruiser, Slide Tackle
422;Right;GK;;Cross Claimer
423;Right;CAM;ST;Dead Ball, Finesse Shot, First Touch, Incisive Pass, Pinged Pass, Trivela
424;Right;RB;;Anticipate, Intercept, Long Ball Pass, Rapid, Relentless
425;Left;ST;;Aerial, Power Header, Power Shot, Trivela
426;Right;LM;RM, CM, LW;First Touch, Incisive Pass, Technical
427;Right;RB;RM;Rapid, Whipped Pass
428;Left;LM;RM, CAM, LW;Finesse Shot, Flair, Quick Step, Trickster, Trivela
429;Right;GK;;Cross Claimer, Deflector
430;Right;CM;CAM;Trivela
431;Right;ST;;Chip Shot, Power Header, Relentless, Technical
432;Left;RW;RM;Technical, Trivela, Whipped Pass
433;Right;CM;CDM;Power Shot, Press Proven, Tiki Taka, Trivela
434;Right;CB;;Aerial, Long Ball Pass, Long Throw
435;Right;CDM;CM;
436;Right;LM;LW;Technical+, Flair, Quick Step, Trickster
437;Right;CB;;Aerial, Bruiser, Slide Tackle
438;Right;CB;;Anticipate, Long Ball Pass
